"Gene" "Species" "DnDs"
"2706" "CytB" "Minytrema_melanops" 0.00846510718712191
"2709" "CytB" "Mionectes_oleagineus" 0.049964283549315
"2714" "CytB" "Misgurnus_anguillicaudatus" 0.00404391920937691
"2721" "CytB" "Misgurnus_bipartitus" 0.0823601763149978
"2722" "CytB" "Misgurnus_nikolskyi" 0.0150673223035502
"2731" "CytB" "Mogera_imaizumii" 0.0203218099626239
"2732" "CytB" "Mogera_robusta" 0.0182673252378263
"2733" "CytB" "Mogera_wogura" 0.0203895776545314
"2737" "CytB" "Monodelphis_americana" 0.0189807824810314
"2738" "CytB" "Monodelphis_arlindoi" 0.0274111608321103
"2739" "CytB" "Monodelphis_brevicaudata" 0.0421412754231244
"2740" "CytB" "Monodelphis_domestica" 0.0328573977288358
"2741" "CytB" "Monodelphis_glirina" 0.0326757676056338
"2742" "CytB" "Monodelphis_touan" 0.0259532073282923
"2756" "CytB" "Montivipera_xanthina" 0.110462912291309
"2757" "CytB" "Morelia_spilota" 0.0528965393702791
"2758" "CytB" "Moschus_berezovskii" 0.0501244210329276
"2760" "CytB" "Moschus_moschiferus" 0.0385106439044135
"2764" "CytB" "Moxostoma_austrinum" 0.0238364369808545
"2765" "CytB" "Moxostoma_congestum" 0.0146892349512093
"2766" "CytB" "Moxostoma_erythrurum" 0.140547598856255
"2767" "CytB" "Moxostoma_poecilurum" 0.0103585139296905
"2773" "CytB" "Mugil_cephalus" 0.0925370531942523
"2780" "CytB" "Mugil_curema" 0.0712774646039109
"2781" "CytB" "Mugilogobius_chulae" 0.0158795272461616
"2787" "CytB" "Mullus_surmuletus" 0.00647326442122616
"2788" "CytB" "Mungotictis_decemlineata" 0.0593293679230701
"2790" "CytB" "Muntiacus_crinifrons" 0.0386165737254718
"2791" "CytB" "Muntiacus_muntjak" 0.0260802006520718
"2798" "CytB" "Muntiacus_sp" 0.0298105144244712
"2804" "CytB" "Muntiacus_vuquangensis" 0.0527865463350573
"2806" "CytB" "Murina_leucogaster" 0.0414585330415656
"2807" "CytB" "Mus_caroli" 0.0154987588292589
"2808" "CytB" "Mus_cervicolor" 0.0175230938821173
"2809" "CytB" "Mus_cookii" 0.0206118010582734
"2810" "CytB" "Mus_minutoides" 0.0346054942422651
"2815" "CytB" "Mus_musculus_castaneus" 0.0563356092994575
"2824" "CytB" "Mus_musculus_domesticus" 0.069138348169471
"2831" "CytB" "Mus_musculus_molossinus" 0.0179522233108933
"2837" "CytB" "Mus_musculus_musculus" 0.0965587572278695
"2849" "CytB" "Mus_musculus" 0.00963078387390671
"2856" "CytB" "Mus_setulosus" 0.0186439545781756
"2857" "CytB" "Mus_spretus" 0.143303301541558
"2858" "CytB" "Mus_terricolor" 0.0462995268925321
"2860" "CytB" "Mustela_erminea" 0.039914123350863
"2862" "CytB" "Mustela_frenata" 0.0436512173926715
"2868" "CytB" "Mustela_nivalis" 0.0384588411993092
"2872" "CytB" "Mustela_putorius" 0.0360287864645834
"2877" "CytB" "Mustela_sibirica" 0.047921291736597
"2886" "CytB" "Myadestes_ralloides" 0.0515902788585086
"2891" "CytB" "Myioborus_melanocephalus" 0.0199909985237476
"2893" "CytB" "Myioborus_miniatus" 0.0194811340881668
"2894" "CytB" "Mylocheilus_caurinus" 0.00861369778701137
"2898" "CytB" "Mylopharyngodon_piceus" 0.0204407776258551
"2903" "CytB" "Myodes_gapperi" 0.0446448755550203
"2909" "CytB" "Myodes_glareolus" 0.0333177248998575
"2917" "CytB" "Myodes_rufocanus" 0
"2918" "CytB" "Myodes_rutilus" 0.0566460311577064
"2919" "CytB" "Myonycteris_torquata" 0.0375946750028304
"2920" "CytB" "Myotis_albescens" 0.0277794863441856
"2921" "CytB" "Myotis_alcathoe" 0.0276522866501885
"2922" "CytB" "Myotis_aurascens" 0.0382640025841947
"2924" "CytB" "Myotis_blythii" 0.018643335903589
"2927" "CytB" "Myotis_davidii" 0.0203757812154491
"2928" "CytB" "Myotis_formosus" 0.0409498247354655
"2929" "CytB" "Myotis_horsfieldii" 0.029903681962454
"2930" "CytB" "Myotis_ikonnikovi" 0.0223421537017303
"2932" "CytB" "Myotis_keaysi" 0.0274446912322422
"2934" "CytB" "Myotis_lucifugus" 0.030437381603528
"2936" "CytB" "Myotis_macrodactylus" 0.00718197253237537
"2938" "CytB" "Myotis_muricola" 0.0313932065483026
"2939" "CytB" "Myotis_myotis" 0.0571292502628406
"2940" "CytB" "Myotis_mystacinus" 0.0329160182155734
"2942" "CytB" "Myotis_nattereri" 0.104102887371095
"2943" "CytB" "Myotis_nigricans" 0.0316732174614099
"2944" "CytB" "Myotis_siligorensis" 0.0454994068043281
"2945" "CytB" "Myotis_sp" 0.0373951706341459
"2946" "CytB" "Myotis_velifer" 0.0348017447516289
"2947" "CytB" "Myotis_volans" 0.0186759032837135
"2948" "CytB" "Myotis_yumanensis" 0.0235815950575774
"2951" "CytB" "Mystacoleucus_marginatus" 0.0134184929793148
"2952" "CytB" "Myxocyprinus_asiaticus" 0.0192626266632418
"2954" "CytB" "Naja_atra" 0.084598227607402
"2955" "CytB" "Nandinia_binotata" 0.0331400850802672
"2958" "CytB" "Nannoperca_australis" 0.0889776305572703
"2964" "CytB" "Nannoperca_obscura" 0.0801723579621749
"2970" "CytB" "Nannospalax_ehrenbergi" 0.0591372774019423
"2976" "CytB" "Nannospalax_galili" 0.164958821357945
"2984" "CytB" "Nannospalax_leucodon" 0.0622551713790473
"2985" "CytB" "Nannospalax_nehringi" 0.0440464874837488
"2987" "CytB" "Nanonycteris_veldkampii" 0.0483201774979873
"2988" "CytB" "Nanorana_parkeri" 0.201200203467132
"2992" "CytB" "Napaeozapus_insignis" 0.0203326375343115
"2994" "CytB" "Nasua_nasua" 0.0759807230750094
"2995" "CytB" "Natrix_maura" 0.051283715650487
"2997" "CytB" "Natrix_natrix" 0.0648528839212797
"2998" "CytB" "Natrix_tessellata" 0.0371188870370108
"3000" "CytB" "Nectogale_elegans" 0.0121921908183643
"3005" "CytB" "Neodon_irene" 0.0417918563004698
"3009" "CytB" "Neogobius_fluviatilis" 0.0377608277978636
"3010" "CytB" "Neogobius_melanostomus" 0
"3011" "CytB" "Neogobius_pallasi" 0.0656732615842607
"3015" "CytB" "Neolissochilus_hexagonolepis" 0.0596824715264206
"3016" "CytB" "Neomys_fodiens" 0.0170564081358533
"3018" "CytB" "Neophocaena_asiaeorientalis" 0.0450026669556123
"3019" "CytB" "Neophocaena_phocaenoides" 0.339588572311389
"3020" "CytB" "Neosalanx_taihuensis" 0.0164786474016641
"3021" "CytB" "Neotetracus_sinensis" 0.0507607656164499
"3022" "CytB" "Neotoma_albigula" 0.0385183013679013
"3023" "CytB" "Neotragus_moschatus" 0.0402014995331046
"3024" "CytB" "Neotrygon_kuhlii" 0.0608925121704951
"3026" "CytB" "Neovison_vison" 0.019382106333531
"3027" "CytB" "Nerodia_erythrogaster" 0.0282771195369783
"3036" "CytB" "Niviventer_andersoni" 0.0852139804053415
"3037" "CytB" "Niviventer_bukit" 0.012789976356368
"3038" "CytB" "Niviventer_confucianus" 0.0232540725795459
"3039" "CytB" "Niviventer_cremoriventer" 0.0255279159704632
"3040" "CytB" "Niviventer_excelsior" 0.0628453464273856
"3041" "CytB" "Niviventer_fulvescens" 0.0175686096823998
"3042" "CytB" "Niviventer_sp" 0.0266440305269194
"3043" "CytB" "Nocomis_biguttatus" 0.0181022358716134
"3044" "CytB" "Noctilio_albiventris" 0.0685761375235807
"3045" "CytB" "Noctilio_leporinus" 0.0676049269509145
"3046" "CytB" "Nomascus_gabriellae" 0.12446532416858
"3049" "CytB" "Nomascus_leucogenys" 0.112528266694402
"3054" "CytB" "Nomascus_siki" 0.120578478785415
"3057" "CytB" "Notothenia_coriiceps" 0
"3059" "CytB" "Notropis_stramineus" 0.0092488722365679
"3060" "CytB" "Noturus_albater" 0.03833429370289
"3061" "CytB" "Noturus_exilis" 0.039040133359839
"3063" "CytB" "Noturus_miurus" 0.108877404672989
"3064" "CytB" "Noturus_phaeus" 0.0248650227701723
"3065" "CytB" "Noturus_taylori" -1842.07707358932
"3068" "CytB" "Nyctereutes_procyonoides" 0.0334091026353013
"3069" "CytB" "Nycticebus_bengalensis" 0.190446956888112
"3070" "CytB" "Nycticebus_coucang" 0.0935312737308774
"3071" "CytB" "Nycticebus_pygmaeus" 0.0908967346812481
"3072" "CytB" "Oblada_melanura" 0.549857384607898
"3073" "CytB" "Ochotona_collaris" 0.0310574939213592
"3075" "CytB" "Ochotona_curzoniae" 0.0368243498527146
"3077" "CytB" "Ochotona_hyperborea" 0.0238688017160092
"3079" "CytB" "Ochotona_princeps" 0.023650905134743
"3080" "CytB" "Ochotona_rufescens" 0.0862010671519543
"3081" "CytB" "Ochotona_sp" 0.0327659025696419
"3082" "CytB" "Ochotona_thibetana" 0.0272919043747763
"3083" "CytB" "Octodon_degus" 0.0412517366480595
"3090" "CytB" "Odocoileus_virginianus" 0.0290444063723325
"3102" "CytB" "Oecomys_concolor" 0.0293059818871371
"3103" "CytB" "Oedalechilus_labeo" 0.0450639141014465
"3104" "CytB" "Oligoryzomys_flavescens" 0.029065938652298
"3105" "CytB" "Oligoryzomys_fulvescens" 0.0268318471963504
"3106" "CytB" "Oligoryzomys_nigripes" 0.0298750558575199
"3107" "CytB" "Oncorhynchus_keta" 0.00694535914572142
"3109" "CytB" "Oncorhynchus_kisutch" 0.0125045937482564
"3111" "CytB" "Oncorhynchus_masou_masou" 0
"3117" "CytB" "Oncorhynchus_mykiss" 0.00770339176072542
"3123" "CytB" "Oncorhynchus_nerka" 0.0067409494112797
"3124" "CytB" "Oncorhynchus_tshawytscha" 0.010692485580508
"3125" "CytB" "Onychodactylus_fischeri" 0.185720574757644
"3126" "CytB" "Onychodactylus_koreanus" 0.0421280909873425
"3130" "CytB" "Opsariichthys_bidens" 0.0271056974319484
"3131" "CytB" "Opsariichthys_evolans" 0.0322034136821032
"3134" "CytB" "Opsariichthys_hainanensis" 0.0204628730615306
"3135" "CytB" "Opsariichthys_uncirostris" 0.0104860657279661
"3136" "CytB" "Orcaella_brevirostris" 0.0721643816794487
"3146" "CytB" "Orcinus_orca" 0.0921607741477529
"3158" "CytB" "Oreochromis_niloticus" 0.0230664301943009
"3166" "CytB" "Orestias_agassizii" 0.0289717580876255
"3169" "CytB" "Ornithorhynchus_anatinus" 0.0462421342984469
"3171" "CytB" "Orthriophis_taeniurus" 0.0753147138470824
"3173" "CytB" "Oryctolagus_cuniculus" 0.0233246085281077
"3174" "CytB" "Oryx_beisa" 0.0755743966928204
"3175" "CytB" "Oryx_gazella" 0.0622334119488617
"3176" "CytB" "Oryzias_javanicus" 0.0196675104688223
"3183" "CytB" "Oryzias_latipes" 0.0221779303865436
"3190" "CytB" "Oryzomys_palustris" 0.0460552836118632
"3191" "CytB" "Oryzomys_texensis" 0.043359670276506
"3192" "CytB" "Osmerus_mordax" 0.0152511065927609
"3195" "CytB" "Osteochilus_salsburyi" 0.0511444820273926
"3199" "CytB" "Osteolaemus_tetraspis" 0.0940356032809265
"3202" "CytB" "Otis_tarda" 0.0223811475268687
"3204" "CytB" "Otus_elegans" 0.0364317377984197
"3205" "CytB" "Otus_scops" 0.0427651060229062
"3209" "CytB" "Ovis_ammon" 0.0942035853148524
"3221" "CytB" "Ovis_aries" 0.0568687839399998
"3228" "CytB" "Ovis_canadensis" 0.0292505295306109
"3229" "CytB" "Ovis_orientalis" 0.0813201513788716
"3230" "CytB" "Ovis_vignei" 0.0624389892636877
"3232" "CytB" "Oxyeleotris_lineolata" 0.132023280773477
"3234" "CytB" "Oxygymnocypris_stewartii" 0.00328231312976568
"3239" "CytB" "Pachytriton_archospotus" 0.137882788147447
"3241" "CytB" "Pachytriton_brevipes" 0.0611719687446667
"3243" "CytB" "Pachytriton_feii" 0.0570629522928116
"3245" "CytB" "Pachytriton_granulosus" 0.125794863308558
"3247" "CytB" "Pachytriton_labiatus" 0.0399490778486475
"3249" "CytB" "Pachytriton_xanthospilos" 0.0637236076675791
"3252" "CytB" "Pagellus_acarne" 0
"3253" "CytB" "Pagellus_bogaraveo" 0
"3256" "CytB" "Paguma_larvata" 0.0322864002480206
"3257" "CytB" "Palea_steindachneri" 0.0832612792994914
"3258" "CytB" "Paleosuchus_palpebrosus" 0.073947601115937
"3259" "CytB" "Paleosuchus_trigonatus" 0.121987720959732
"3263" "CytB" "Pampus_argenteus" 0.0229219337030788
"3264" "CytB" "Pampus_chinensis" 0.0213781820232575
"3265" "CytB" "Pampus_punctatissimus" 0.441087573808538
"3271" "CytB" "Pan_paniscus" 0.223505279933675
"3282" "CytB" "Pan_troglodytes" 0.120189606219526
"3289" "CytB" "Pandion_haliaetus" 0.0565772254647772
"3292" "CytB" "Pangasianodon_hypophthalmus" 0.0515397068610091
"3294" "CytB" "Pangasius_pangasius" 0.0496601156561706
"3295" "CytB" "Pangio_anguillaris" 0.0219312978655526
"3301" "CytB" "Panthera_leo" 0.0441550505069636
"3308" "CytB" "Panthera_onca" 0.0417083746799272
"3311" "CytB" "Panthera_pardus" 0.0409829054650427
"3318" "CytB" "Panthera_tigris" 0.0699953735383826
"3325" "CytB" "Pantherophis_obsoletus" 0.0529847421298643
"3326" "CytB" "Pantodon_buchholzi" 0.502431007261767
"3328" "CytB" "Papio_anubis" 0.212599480892293
"3329" "CytB" "Papio_cynocephalus" 0.164436835302137
"3330" "CytB" "Papio_hamadryas" 0.360645094581039
"3331" "CytB" "Papio_papio" 0.14338812682188
"3332" "CytB" "Papio_ursinus" 0.310498555941349
"3333" "CytB" "Parabotia_fasciata" 0
"3335" "CytB" "Parabramis_pekinensis" 0.00452934573763266
"3339" "CytB" "Parachromis_managuensis" 0.00949286777363256
"3340" "CytB" "Paradoxornis_alphonsianus" 0
"3342" "CytB" "Paradoxornis_fulvifrons" 0.0236073359612415
"3344" "CytB" "Paradoxornis_nipalensis" 0.026923454973827
"3346" "CytB" "Paradoxornis_webbianus" 0.0459911688442799
"3348" "CytB" "Paradoxurus_hermaphroditus" 0.0503573997770873
"3350" "CytB" "Parahucho_perryi" 0.0107908102067815
"3361" "CytB" "Paramisgurnus_dabryanus" 0.0100941621529905
"3368" "CytB" "Paramormyrops_gabonensis" 0.0336389086097176
"3369" "CytB" "Pararasbora_moltrechti" 0.0187657546065615
"3371" "CytB" "Pareuchiloglanis_sinensis" 0.0945749311496157
"3373" "CytB" "Parus_major" 0.0461608205832078
"3380" "CytB" "Passer_montanus" 0.1983650147973
"3382" "CytB" "Pecari_tajacu" 0.0788340336058326
"3387" "CytB" "Pegusa_lascaris" 0.00643173858192921
"3388" "CytB" "Pellonula_leonensis" 0.0113471279844088
"3389" "CytB" "Pelochelys_cantorii" 0.0653337360375604
"3392" "CytB" "Pelodiscus_sinensis" 0.084236667103488
"3394" "CytB" "Pelophylax_nigromaculatus" 0.00805168297565457
"3395" "CytB" "Pelophylax_plancyi" 0.00604849436557497
"3397" "CytB" "Perca_flavescens" 0.0166091504345025
"3398" "CytB" "Perca_fluviatilis" 0.00632393153029793
"3399" "CytB" "Perca_schrenkii" 0.0198232314212186
"3400" "CytB" "Perccottus_glenii" 0.0981043344400954
"3403" "CytB" "Percina_burtoni" 0.00975167256802193
"3404" "CytB" "Percina_caprodes" 0.0907535989862653
"3405" "CytB" "Percina_evides" 0.0124276901295341
"3406" "CytB" "Percina_phoxocephala" 0.0132966946553456
"3407" "CytB" "Percina_rex" 0.00434451040840514
"3409" "CytB" "Percina_uranidea" 0.0119998010581362
"3410" "CytB" "Percina_vigil" 0.00966097563740951
"3411" "CytB" "Percocypris_pingi" 0.0303947820907346
"3412" "CytB" "Perdix_dauurica" 0.0389785864808591
"3414" "CytB" "Perdix_hodgsoniae" 0.0324597161859703
"3416" "CytB" "Periophthalmus_magnuspinnatus" 0
"3421" "CytB" "Perodicticus_potto" 0.0605148757924924
"3424" "CytB" "Peromyscus_guatemalensis" 0.0459004278010908
"3425" "CytB" "Peromyscus_keeni" 0.0448777688910008
"3427" "CytB" "Peromyscus_maniculatus" 0.0529951499096307
"3432" "CytB" "Peromyscus_mexicanus" 0.044278494552597
"3433" "CytB" "Peromyscus_pectoralis" 0.0362072065862267
"3436" "CytB" "Peromyscus_polionotus" 0.33697943243142
"3437" "CytB" "Peromyscus_sp" 0.106137227436764
"3438" "CytB" "Peromyscus_truei" 0.0421921976697711
"3439" "CytB" "Petaurista_alborufus" 0.0382571470929507
"3440" "CytB" "Petaurista_leucogenys" 0.0365381729904091
"3441" "CytB" "Petenia_splendida" 0.219370085480909
"3442" "CytB" "Pethia_ticto" 0.0115407327519493
"3443" "CytB" "Petrocephalus_microphthalmus" 0.0933399057385449
"3450" "CytB" "Phacochoerus_africanus" 0.134115943046602
"3454" "CytB" "Phasianus_colchicus" 0.0489695319408943
"3459" "CytB" "Phasianus_versicolor" 0.169967591291782
"3461" "CytB" "Philander_opossum" 0.0276032639372811
"3462" "CytB" "Philypnodon_grandiceps" 0.0323058191068426
"3467" "CytB" "Phoca_groenlandica" 0.0598536746726594
"3476" "CytB" "Phoca_largha" 0.0344846838763877
"3481" "CytB" "Phoca_vitulina" 0.0681086312143763
"3482" "CytB" "Phodopus_campbelli" 0.0244046432081055
"3483" "CytB" "Phodopus_roborovskii" 0.0357637518556948
"3484" "CytB" "Phodopus_sungorus" 0.0423231176795493
"3485" "CytB" "Phoebastria_albatrus" 0.082342973250888
"3486" "CytB" "Phoebastria_immutabilis" 0.0751490597050836
"3487" "CytB" "Phoenicolacerta_kulzeri" 0.0618274834577889
"3488" "CytB" "Phoenicolacerta_laevis" 0.05927590042181
"3492" "CytB" "Phoxinus_oxycephalus" 0.0299467807198197
"3497" "CytB" "Phoxinus_phoxinus" 0.00714357505005838
"3504" "CytB" "Phoxinus_steindachneri" 0.0141690768322209
"3509" "CytB" "Phyllomys_pattoni" 0.0436069072102417
"3512" "CytB" "Phyllotis_xanthopygus" 0.0370397106163875
"3517" "CytB" "Physeter_catodon" 0.0595418900387097
"3523" "CytB" "Piaya_cayana" 0.0454560956151967
"3524" "CytB" "Pica_pica" 0.0533929688555733
"3530" "CytB" "Pimephales_notatus" 0.0109006173076992
"3531" "CytB" "Pimephales_promelas" 0.0145680362046809
"3533" "CytB" "Pinicola_enucleator" 0.0217449354814251
"3535" "CytB" "Pionus_menstruus" 0.0702150575158949
"3536" "CytB" "Pipistrellus_abramus" 0.0280982783188663
"3537" "CytB" "Pipistrellus_hesperidus" 0.0295541866914316
"3541" "CytB" "Plagiodontia_aedium" 0.0634907749462627
"3545" "CytB" "Platichthys_flesus" 0.000983471024212531
"3547" "CytB" "Platichthys_stellatus" 0.186250997860562
"3548" "CytB" "Platypharodon_extremus" 0.012359575456484
"3550" "CytB" "Plecoglossus_altivelis" 0.00745266947744504
"3559" "CytB" "Plecotus_macrobullaris" 0.0355351239771757
"3566" "CytB" "Plectrophenax_nivalis" 0.0192540229765347
"3570" "CytB" "Plectropomus_leopardus" 0.00315993089744155
"3574" "CytB" "Plecturocebus_cupreus" 0.0237660287312947
"3589" "CytB" "Pleuronectes_platessa" 0.00386287458835495
"3590" "CytB" "Plotosus_lineatus" 0.318071087525352
"3591" "CytB" "Podarcis_muralis" 0.0460996224034639
"3592" "CytB" "Podarcis_vaucheri" 0.0449027904505703
"3596" "CytB" "Poecilia_butleri" 0.025103128178032
"3599" "CytB" "Poecilia_gillii" 0
"3601" "CytB" "Poecilia_mexicana" 0.0475405703830023
"3604" "CytB" "Poecilia_reticulata" 0.0326614934802221
"3607" "CytB" "Poecilia_sphenops" 0.0200970135252695
"3608" "CytB" "Poeciliopsis_monacha" 0.035960296188612
"3609" "CytB" "Poeciliopsis_occidentalis" 0.0391028137013673
"3611" "CytB" "Poeciliopsis_turrubarensis" 0.0148287299170337
"3612" "CytB" "Pollachius_pollachius" 0.0141816549741537
"3613" "CytB" "Pollachius_virens" 0.0111883278134433
"3616" "CytB" "Polyplectron_bicalcaratum" 0.131337302719883
"3617" "CytB" "Polypterus_ansorgii" 0.0267689382797969
"3618" "CytB" "Polypterus_endlicherii" 0.0204762099994527
"3619" "CytB" "Polypterus_mokelembembe" 0.0535994618086594
"3620" "CytB" "Polypterus_ornatipinnis" 0.0202163268135029
"3621" "CytB" "Polypterus_palmas_buettikoferi" 0.0538321306346765
"3622" "CytB" "Polypterus_retropinnis" 0.0154508032889292
"3623" "CytB" "Polypterus_weeksii" 0.0246822934428181
"3624" "CytB" "Pomatomus_saltatrix" 0.028777646202528
"3625" "CytB" "Pomatorhinus_ferruginosus" 0.0416221459565797
"3626" "CytB" "Pomatorhinus_horsfieldii" 0.0273140101379012
"3627" "CytB" "Pomatorhinus_musicus" 0.129183714944032
"3629" "CytB" "Pomatorhinus_ruficollis" 0.0968833094684029
"3636" "CytB" "Ponticola_kessleri" 0.223575772158759
"3638" "CytB" "Poropuntius_bolovenensis" 0.0150649553928273
"3640" "CytB" "Poropuntius_normani" 0.0224405244712357
"3641" "CytB" "Potamochoerus_porcus" 0.0745937111448353
"3644" "CytB" "Premnas_biaculeatus" 0.0392513583527404
"3645" "CytB" "Presbytis_melalophos" 0.0673886832266593
"3646" "CytB" "Prionace_glauca" 0.0445927289527616
"3653" "CytB" "Prionailurus_bengalensis" 0.0318416713823256
"3660" "CytB" "Prionailurus_planiceps" 0.0564607992810349
"3662" "CytB" "Prionailurus_viverrinus" 0.049237477276517
"3663" "CytB" "Prionodon_pardicolor" 0.0271936505222453
"3674" "CytB" "Procyon_lotor" 0.0945956200761294
"3681" "CytB" "Procypris_rabaudi" 0.0141221611441479
"3682" "CytB" "Proechimys_cuvieri" 0.0332212135210837
"3691" "CytB" "Propithecus_coquereli" 0.0220512625127157
"3697" "CytB" "Propithecus_diadema" 0.0396417047287401
"3708" "CytB" "Propithecus_edwardsi" 0.0308391806617464
"3714" "CytB" "Propithecus_verreauxi" 0.04919740748837
"3719" "CytB" "Prosopium_cylindraceum" 0.282235975173611
"3721" "CytB" "Proterorhinus_marmoratus" 0.0267717486608598
"3722" "CytB" "Proterorhinus_semilunaris" 0.0459739321154473
"3728" "CytB" "Protobothrops_flavoviridis" 0.0748229312537418
"3735" "CytB" "Protobothrops_jerdonii" 0.159455641419149
"3737" "CytB" "Protobothrops_mangshanensis" 0.110936222840944
"3738" "CytB" "Protobothrops_mucrosquamatus" 0.088080842467701
"3742" "CytB" "Prunella_montanella" 0.0523340264920464
"3743" "CytB" "Psammodromus_algirus" 0.0500446125560905
"3745" "CytB" "Pseudexostoma_yunnanense" 0.141556950746743
"3746" "CytB" "Pseudobagrus_crassilabris" 0.00891126037166353
"3747" "CytB" "Pseudobagrus_ondon" 0
"3748" "CytB" "Pseudobagrus_truncatus" 0
"3749" "CytB" "Pseudobagrus_ussuriensis" 0.0346171235533185
"3752" "CytB" "Pseudogobio_esocinus" 0.0178597390806189
"3753" "CytB" "Pseudogobio_vaillanti" 0.0145587942638246
"3758" "CytB" "Pseudois_nayaur" 0.101683587215717
"3765" "CytB" "Pseudois_schaeferi" 0.0650747177972725
"3766" "CytB" "Pseudopleuronectes_herzensteini" 0.0390889615766153
"3768" "CytB" "Pseudopleuronectes_yokohamae" 0.0322064199251841
"3769" "CytB" "Pseudopungtungia_nigra" 0.00815613818081131
"3770" "CytB" "Pseudopungtungia_tenuicorpus" 0.00845875353651914
"3771" "CytB" "Pseudorasbora_elongata" 0.015663847660024
"3772" "CytB" "Pseudorasbora_parva" 0.0247778014347333
"3775" "CytB" "Pseudoxiphophorus_bimaculatus" 0.5620303273136
"3777" "CytB" "Pseudoxiphophorus_jonesii" 0.0764861743542132
"3780" "CytB" "Pterois_volitans" 0.0152160422041432
"3781" "CytB" "Pteromys_volans" 0.0298091465633502
"3784" "CytB" "Pteronotus_davyi" 0.0598162101659011
"3785" "CytB" "Pteronotus_gymnonotus" 0.0317486513175437
"3786" "CytB" "Pteronotus_parnellii" 0.0542306912067804
"3787" "CytB" "Pteronotus_personatus" 0.023656137564852
"3788" "CytB" "Pteronotus_quadridens" 0.0442132189590563
"3789" "CytB" "Pteronotus_rubiginosus" 0.0424546151770651
"3790" "CytB" "Pteronotus_sp" 0.033026144900398
"3791" "CytB" "Pterophyllum_scalare" 0.0248540976885423
"3792" "CytB" "Pteropus_seychellensis" 0.0553952807325924
"3793" "CytB" "Pteropus_vampyrus" 0.0490347890329443
"3794" "CytB" "Pterygoplichthys_disjunctivus" 0.392959061207971
"3795" "CytB" "Ptychidio_jordani" 0.0170431044761429
"3796" "CytB" "Ptychobarbus_dipogon" 0.0609916989046344
"3800" "CytB" "Ptychobarbus_kaznakovi" 0.0554073930199493
"3801" "CytB" "Ptychocheilus_umpquae" 0.0247203549563692
"3806" "CytB" "Puma_concolor" 0.0408988793781004
"3816" "CytB" "Pungitius_kaibarae" 0.0396013872857226
"3820" "CytB" "Pungitius_laevis" 0.0165334903872621
"3821" "CytB" "Pungitius_pungitius" 0.013466429548035
"3822" "CytB" "Pungitius_sinensis" 0.127444541711826
"3823" "CytB" "Pungitius_tymensis" 0.0232497061297565
"3824" "CytB" "Pungtungia_herzi" 0.0189456774613994
"3825" "CytB" "Puntius_semifasciolatus" 0.0187015091434639
"3828" "CytB" "Pycnonotus_goiavier" 0.0635016838572023
"3829" "CytB" "Pycnonotus_jocosus" 0.0691811087404134
"3838" "CytB" "Pygoscelis_adeliae" 0.0507940020571001
"3844" "CytB" "Pygoscelis_papua" 0.0610679229390405
"3845" "CytB" "Pyrocephalus_rubinus" 0.0283651955992229
"3849" "CytB" "Python_bivittatus" 0.0877991837835495
"3850" "CytB" "Quiscalus_mexicanus" 0.0324738955313785
"3854" "CytB" "Rafetus_swinhoei" 0.0599051519961594
"3855" "CytB" "Raiamas_guttatus" 0.0308424902967451
"3856" "CytB" "Raja_pulchra" 0.0726288846648223
"3858" "CytB" "Rana_catesbeiana" 0.0225253667685571
"3860" "CytB" "Rana_dybowskii" 0.027952432705668
"3863" "CytB" "Rangifer_tarandus" 0
"3864" "CytB" "Ranzania_laevis" 0.0323763644665341
"3865" "CytB" "Rastrelliger_faughni" 0.10863865157019
"3868" "CytB" "Rastrelliger_kanagurta" 0.0399553255183177
"3871" "CytB" "Rattus_baluensis" 0.0284857750238433
"3878" "CytB" "Rattus_exulans" 0.0205936637882073
"3884" "CytB" "Rattus_losea" 0.0153520724252974
"3886" "CytB" "Rattus_rattus" 0.0216741621411697
"3888" "CytB" "Rattus_tanezumi" 0.103365247725327
"3889" "CytB" "Rattus_tiomanicus" 0.0660232979284527
"3890" "CytB" "Redunca_fulvorufula" 0.0440650348673132
"3891" "CytB" "Regulus_regulus" 0.0131085016967738
"3894" "CytB" "Reinhardtius_hippoglossoides" 0.079035952206747
"3898" "CytB" "Reithrodontomys_fulvescens" 0.039753357773039
"3899" "CytB" "Reithrodontomys_mexicanus" 0.0415326430946301
"3900" "CytB" "Reithrodontomys_sumichrasti" 0.0516889598878394
"3901" "CytB" "Relictus_solitarius" 0.00942230169204504
"3903" "CytB" "Rhabdophis_tigrinus" 0.0599431515869669
"3904" "CytB" "Rhabdosargus_sarba" 0.0077450283611983
"3907" "CytB" "Rhadinocentrus_ornatus" 0.0413183768842312
"3913" "CytB" "Rhinogobio_cylindricus" 0.0216514818384254
"3914" "CytB" "Rhinogobio_typus" 0.0142021062800747
"3915" "CytB" "Rhinogobius_brunneus" 0.0411481789281018
"3916" "CytB" "Rhinogobius_flumineus" 0.102385422228647
"3917" "CytB" "Rhinogobius_giurinus" 0.0206939694642961
"3919" "CytB" "Rhinogobius_nagoyae" 0.0424929602275475
"3920" "CytB" "Rhinogobius_rubromaculatus" 0.0430846516442531
"3921" "CytB" "Rhinolophus_affinis" 0.0573343558314294
"3922" "CytB" "Rhinolophus_arcuatus" 0.0278671887768583
